name,Beauly,Peterhead,Errochty,Denny/Bonnybridge,Neilston,Strathaven,Torness,Eccles,Harker,Stella West,Penwortham,Deeside,Daines,Th. Marsh/Stocksbridge,Thornton/Drax/Eggborough,Keadby,Ratcliffe,Feckenham,Walpole,Bramford,Pelham,Sundon/East Claydon,Melksham,Bramley,London,Kemsley,Sellindge,Lovedean,S.W.Penisula
12/7/2040 1:00,252.9922841,356.8998294,126.4961421,944.203346,1111.358962,325.2757939,289.134039,81.31894846,388.5238649,2362.767225,1197.19563,2566.064596,2606.72407,2078.150905,1892.924411,677.6579039,1639.932127,3338.594606,917.0970299,1147.500717,700.2465006,2349.214067,3442.502152,1079.734927,7404.542029,1292.067737,659.5870264,1784.499147,2168.505292
12/7/2040 2:00,240.553372,339.3520784,120.276686,897.7795492,1056.716599,309.2829069,274.9181395,77.32072672,369.4212499,2246.596671,1138.332921,2439.898488,2478.558851,1975.974127,1799.854694,644.3393893,1559.301322,3174.445392,872.0059736,1091.081366,665.817369,2233.709883,3273.244098,1026.647427,7040.481728,1228.540436,627.1570056,1696.760392,2061.886046
12/7/2040 3:00,231.2161663,326.1799489,115.6080832,862.9317635,1015.699588,297.2779281,264.2470472,74.31948203,355.0819697,2159.393839,1094.14793,2345.192544,2382.352285,1899.275652,1729.992387,619.3290169,1498.776221,3051.227623,838.1586029,1048.730469,639.9733175,2147.007259,3146.191406,986.7975669,6767.201725,1180.853992,602.8135764,1630.899744,1981.852854
12/7/2040 4:00,223.2800762,314.9843932,111.6400381,833.3131416,980.8374777,287.0743837,255.17723,71.76859593,342.8944028,2085.276426,1056.593218,2264.697916,2300.582214,1834.08634,1670.613427,598.0716327,1447.333351,2946.499577,809.3902763,1012.734631,618.0073538,2073.314994,3038.203894,952.9274682,6534.929374,1140.323246,582.1230559,1574.921966,1913.829225
12/7/2040 5:00,232.8846704,328.5337315,116.4423352,869.1588592,1023.029088,299.4231477,266.1539091,74.85578692,357.6443153,2174.976476,1102.04353,2362.115943,2399.543836,1912.981221,1742.476373,623.7982243,1509.591703,3073.245919,844.2069303,1056.298327,644.5914985,2162.500511,3168.89498,993.9185041,6816.035265,1189.375281,607.163605,1642.668657,1996.154318
12/7/2040 6:00,244.3930706,344.768796,122.1965353,912.1098528,1073.583846,314.2196622,279.3063664,78.55491555,375.3179298,2282.456713,1156.502923,2478.844002,2518.12146,2007.514508,1828.583867,654.6242962,1584.190797,3225.115699,885.9248809,1108.497142,676.4451061,2269.364227,3325.491425,1043.034712,7152.861477,1248.150325,637.1676483,1723.84398,2094.797748
12/7/2040 7:00,267.1745691,376.9069814,133.5872845,997.1336596,1173.659714,343.5101602,305.3423647,85.87754006,410.3038025,2495.219636,1264.308229,2709.913486,2752.852256,2194.648246,1999.038294,715.6461672,1731.863725,3525.750117,968.5078129,1211.82751,739.5010394,2480.906713,3635.482529,1140.262893,7819.62712,1364.498692,696.5622694,1884.534907,2290.067735
12/7/2040 8:00,291.9133512,411.8063348,145.9566756,1089.462329,1282.33365,375.3171659,333.6152586,93.82929147,448.2955037,2726.262191,1381.37568,2960.83542,3007.750065,2397.859671,2184.137396,781.9107622,1892.224045,3852.213689,1058.185898,1324.035557,807.9744543,2710.623976,3972.106672,1245.844481,8543.678262,1490.843187,761.0598086,2059.031674,2502.114439
12/7/2040 9:00,318.8875011,449.8591533,159.4437505,1190.133709,1400.827237,409.9982157,364.4428584,102.4995539,489.7200909,2978.181483,1509.02121,3234.430368,3285.680145,2619.433045,2385.961838,854.1629493,2067.074337,4208.17613,1155.967191,1446.382594,882.6350476,2961.098224,4339.147783,1360.966299,9333.153826,1628.604023,831.3852707,2249.295767,2733.321438
12/7/2040 10:00,334.4067285,471.7523491,167.2033642,1248.053683,1469.000986,429.951508,382.1791182,107.487877,513.5531901,3123.119982,1582.460411,3391.839674,3445.583613,2746.912412,2502.078915,895.7323084,2167.672186,4412.974506,1212.224391,1516.773375,925.590052,3105.205336,4550.320126,1427.200145,9787.368356,1707.862935,871.8461135,2358.761745,2866.343387
12/7/2040 11:00,346.4285145,488.7116544,173.2142573,1292.920706,1521.810974,445.4080901,395.9183023,111.3520225,532.0152187,3235.394877,1639.34922,3513.774933,3569.450944,2845.662798,2592.027635,927.933521,2245.599121,4571.619147,1255.803365,1571.300762,958.8646384,3216.836206,4713.902287,1478.50741,10139.22027,1769.259913,903.1886271,2443.558272,2969.387267
12/7/2040 12:00,354.6640797,500.3296838,177.3320398,1323.657012,1557.988636,455.9966739,405.3303768,113.9991685,544.6626938,3312.309173,1678.321091,3597.307094,3654.306678,2913.312083,2653.647311,949.9930706,2298.983231,4680.299194,1285.657289,1608.654933,981.6595063,3293.309311,4825.964799,1513.655626,10380.25762,1811.320121,924.659922,2501.648419,3039.977826
12/7/2040 13:00,358.0652612,505.1277791,179.0326306,1336.350707,1572.92954,460.3696215,409.2174413,115.0924054,549.8859368,3344.073778,1694.415968,3631.804792,3689.350994,2941.250359,2679.095436,959.1033781,2321.030175,4725.182643,1297.986572,1624.08172,991.0734907,3324.891711,4872.245161,1528.171382,10479.80291,1828.690441,933.527288,2525.638896,3069.13081
12/7/2040 14:00,355.6801559,501.7630771,177.840078,1327.449153,1562.452113,457.3030576,406.4916068,114.3257644,546.2230966,3321.798599,1683.129309,3607.61301,3664.775892,2921.658424,2661.249738,952.7147033,2305.569582,4693.707772,1289.340565,1613.263564,984.4718601,3302.744305,4839.790693,1517.992094,10409.99599,1816.509368,927.3089779,2508.815385,3048.687051
12/7/2040 15:00,362.803385,511.8119181,181.4016925,1354.034062,1593.743441,466.461495,414.63244,116.6153738,557.1623413,3388.324471,1716.837447,3679.862905,3738.170592,2980.170663,2714.546756,971.7947813,2351.743371,4787.708956,1315.162271,1645.572496,1004.187941,3368.888575,4936.717489,1548.393018,10618.47764,1852.888716,945.8802538,2559.059591,3109.7433
12/7/2040 16:00,374.6861291,528.5750749,187.3430645,1398.38216,1645.942638,481.7393088,428.2127189,120.4348272,575.4108411,3499.300812,1773.068289,3800.38788,3860.605294,3077.778917,2803.455144,1003.62356,2428.769015,4944.518739,1358.237218,1699.469228,1037.077679,3479.228341,5098.407685,1599.106872,10966.2601,1913.575588,976.860265,2642.875375,3211.595392
12/7/2040 17:00,391.8524695,552.7918766,195.9262347,1462.449395,1721.351919,503.8103179,447.8313937,125.9525795,601.7734353,3659.62217,1854.301864,3974.503619,4037.479909,3218.788142,2931.896155,1049.604829,2540.043686,5171.053124,1420.465202,1777.330844,1084.591657,3638.630074,5331.992531,1672.370361,11468.6821,2001.24654,1021.615367,2763.959383,3358.735453
12/7/2040 18:00,384.2479411,542.0640598,192.1239706,1434.068209,1687.946313,494.0330671,439.1405041,123.5082668,590.0950524,3588.601307,1818.31615,3897.371974,3959.126107,3156.322373,2874.997988,1029.235557,2490.750047,5070.700508,1392.898786,1742.838876,1063.543408,3568.016596,5228.516627,1639.91532,11246.11385,1962.409128,1001.789275,2710.320299,3293.553781
12/7/2040 19:00,358.8781221,506.2744937,179.4390611,1339.38442,1576.500322,461.4147285,410.1464253,115.3536821,551.134259,3351.665319,1698.262542,3640.049524,3697.726366,2947.927432,2685.177378,961.2806843,2326.299256,4735.909505,1300.933193,1627.768625,993.3233738,3332.439706,4883.305876,1531.640557,10503.59361,1832.841838,935.6465327,2531.372469,3076.09819
12/7/2040 20:00,335.091243,472.7180035,167.5456215,1250.608389,1472.00796,430.8315981,382.9614205,107.7078995,514.6044088,3129.512858,1585.699632,3398.782607,3452.636557,2752.53521,2507.20055,897.5658294,2172.109307,4422.007653,1214.705756,1519.878138,927.4846903,3111.561542,4559.634413,1430.121555,9807.402629,1711.358848,873.6307406,2363.590017,2872.210654
12/7/2040 21:00,311.5717523,439.538722,155.7858761,1162.83029,1368.690197,400.5922529,356.0820026,100.1480632,478.485191,2909.857615,1474.402042,3160.227773,3210.301805,2559.339394,2331.224361,834.5671936,2019.652608,4111.634374,1129.447602,1413.200448,862.3861,2893.166271,4239.601343,1329.743728,9119.037535,1591.241449,812.3120684,2197.69361,2670.615019
12/7/2040 22:00,281.2605942,396.7783382,140.6302971,1049.704718,1235.53761,361.620764,321.4406791,90.40519099,431.9359125,2626.773049,1330.965312,2852.786027,2897.988622,2310.354881,2104.431946,753.3765916,1823.171352,3711.635341,1019.569654,1275.717695,778.4891447,2611.705518,3827.153085,1200.380036,8231.894891,1436.438035,733.2865492,1983.891691,2410.805093
